Yorum,Duygu
Ürün yaklaþýk bir buçuk aydýr elimde  Ve size þunu söyleyebilirim aþýrý derece ýsýnma sýkýntýsý var  Öyle ki yarým saat rdr2 gibi bir oyunu oynadýktan sonra bilgisayar mavi ekran verip kendini korumaya alýp kapatýyor  Ýþlemci aþýrý ýsýnýyor  Ben almanýzý tavsiye etmem þimdi garantiye yollayacaðým ve 23 gün bilgisayarsýz kalacaðým ,0
RTX 4060 ekran kartý bu fiyata çok iyi  ram 8x2 ama 64 desteði çok iyi  çok hafif ve ince çerceve  ssd idare eder ama ikinci bir slot var çok iyi  tek eksisi benim aldýðým üründe sorun olabilir bu nedenle Oyun oynarken CPU aþýrý ýsýnýyor  GPU da böyle bir sorun yok  klavye ingilizce  türkçe olsaydý çok daha iyi olurdu  Ram ve ssd ekledim  ýsýnma sorunu ve mavi ekran hatasý devam ediyor  ürünü iade edebileceðimi belirtti hepsi burada klavyede ssd ve ram aldým bu bilgisayar için o nedenle onarýlmasýný istedim  CPU sorunu olmasa fiyat performans kapsamýnda on numara bilgisayar  onarýmdan sonra yorumumu güncelleyeceðim  sorun düzelirse 5 yýldýz vereceðim,0
Ürün elime çok hýzlý ulaþtý ancak  Ürün herhangi bir oyuna girer girmez inanýlmaz bir fan sesi ile karþýlýyor sizi takýntýsý olana gelmez  En üst grafiklerde valorantta 200-260 fps verdi bana garip geldi ben 1660ti kullanýrkende ayný fpsi alýyordum   Tuþ renkleri tek renk olarak drðiþiyor ama çok gücsüz  Ayrýca bilgisayarýn malzeme kalitesi oldukca kalitesiz eski casperler gibi oldukca alt seviye öalzeme kullanýlmýþ  Bataryasý sýfýr laptop gibi gelmedi bana normal internet dolaþýmýnda oyunsuz 50 dk civarý gidiyor son nesil laptopa göre bana çok az geldi ,0
Ürün bozuk çýktý  Startup nsh hatasý veriyor  Laptop baþlamýyor ,0
Ürün arýzalý geldi  Ekranýnda karýncalanma ve kararma var sürekli  Neredeyse ekran hiç gözükmeyecek derecelere çýkýyor  Donanýmsal bir sorunu var belli ki  Acil bilgisayara ihtiyacým olduðu bir dönemde sinirimi çok bozdu  Her satýcýdan almamak gerekiyor imiþ demek ki  Üstelik þarj aleti de çok hýzlý ýsýnýyor  modelin genel sorunu mu satýcý ile mi alakalý bilmiyorum  Ýade talebi yaptým  Çok hýzlý bir þekilde iade talebimi kabul etmeleri gerek diye düþünüyorum!,0
5  nesil Ryzen 7 den daha baþarýlý bir performans bekliyordum açýkcasý  Ekran kalitesi bu fiyatlardaki cihazlarda 2k dan az olmamalý artýk  Parmak izi okuyucusunu muadillere nazaran baþarýlý buldum  cihazda 2 usb type c olmasý ve ikisinin de þarj destekli olmasý þarjýn usb type c den olmasý büyük avantaj ,0
Ürünü açýp Windows yüklendikten sonra lenovoya kaydettim  fakat ürün 1 yýl önce lenovoya zaten kayitliymis  3 yýl garantili dedikleri ürün 2 yil garantisi kalmýþ ,0
Ürün siyah ekran da arka aydýnlatmasý yanlardan bu þekilde belirgin sýzýyor   Alalý 12 saat olmadan servise yollayacaðým,0
güçlü bir iþlemci ancak yazýlýmsal sorunlarý ile çok uðraþtýrýyor haberiniz olsun,0
Ürün bugün geldi  Ekranda ýþýk sýzmasý ve dalgalanma var  Deðiþimini talep edeceðim,0
Ürün kozmetik açýdan sýkýntýsýz bir þekilde geldi  Fiyatýna göre özellik olarak bakýlýrsa iyi bir ürün  Kapaðý plastik  ancak kasa çelikten ve güzel hissettiriyor  Ama klavye ýþýklarý biraz ýþýk varlýðýnda bile çok sönük kalýyor  Her baktýðýmda güzel bir ýþýklandýrma göreyim derseniz boþuna beklersiniz  Bunun dýþýnda ürün gayet hýzlý çalýþýyor  Veri aktarýmý falan da görece olarak hýzlý  Ancak ben ürünü iade ettim  Ýade etmemin sebebi fanýn çýkardýðý sesti  Ürünün ayaklarý gayet yüksek ve alt tarafý hava sirkülasyonu için açýk  Bu iki inovasyon ile Casper kronik fan sesi ve ýsýnma problemini çözmüþtür herhalde diye düþündüm anca malesef böyle olmamýþ  Isýnma ile ilgili bir problem yaþamadým ama bilgisayarý ýsýtacak kadar da zorlamadým  Bu zorlamamaya raðmen bile pc rolantide çalýþýrken ya da basit bir veri aktarýmý yaparken ya fa driverlarý kurarken fandan çok ses çýkýyordu  Beni çok rahatsýz etti  Þu an kullandýðým 7  nesil i7 iþlemciye ve 1050Ti ekran kartýna sahip acer bilgisayarým 6 senedir kullanmama raðmen çok sessiz çalýþmasýna raðmen üründe bu sorun çok canýmý sýktý ve rahatsýz etti  Bu yüzden iade ettim,0
Ürün görüntü ve özellik itibari ile iyi abncak kurulum yapmak sýkýntýlý Lenovo müþteri hizmetlerine de ulasilmiyor tek sorun buradan kaynakli,0
Format için bilgisayarcýya býraktým  adam sabahtan beri uðraþýyor  En son bitecekti bu sefer hoparlör den ses gelmiyor  Herhalde iade edeceðim:(,0
Windows kurulu gelmiyor  herþeyi sizin halletmeniz gerekiyor  iade edeceðim maalesef ,0
Arkadaþlar ilk baþta iyi yorum yapmýþtým çünkü daha oyun testi yapmadan yazmýþtým ama kesinlikle almayýn tek fanlý bilgisayar cehennem gibi 2-3 saat valo oynayinca bile cayýr cayýr yanýyor 5-6 saat þöyle saðlam bi oyun oyniym deseniz klayvyeye dokunamazsiniz belki de patlar bilgisayar laptoplarin çoðu ýsýnýyor ama diðer laptop 105 watt 4060 çalýþtýrýyor Ý7 13 nesil çalýþtýrýyor bu kadar ýsýnmýyor bölümde ki çocuklarýn bilgisayarlarýndan da test yaptýðým için biliyorum paranýzý çöpe atmayýn,0
1 günde geldi ürün gündelik iþlerinizi halledebilecek düzeyde iyi bir bilgisayar ben üniversitede kullanmak için aldým tam bir fiyat performans,1
FP ürünü 2 günde elime ulaþtý baya hýzlý kargo bilgisayarýn tasarýmý beklediðimden daha iyi ve zarif ekran kasa oraný iyi çerceler kötü durmuyor  Bilgisayar gayet hýzlý 4 saniyede acýlýyor win 11 kurdun  Bu fiyata 16 gb ram 512 ssd bulamazsýnýz 2023 iþlemcisi var gayet iyi ekran kartý çok iyi deðil ama bu fiyata göre gayet normal 2 gb ekran kartý var,1
kargo hýzlý geldi satýcý ilgileniyor ve ürün gayet kaliteli tavsiye ediyorum,1
Ýdeal bir ürün,1
Ofis programlarý  internet kullanýmý  video izlemek ve yüksek iþlem gerektirmeyen programlar için fiyat/performans ürünü tavsiye ediyorum,1
Ürün fiyatýna göre iyi diðer teknoloji mazalarýn göre hesaplý   ,1
Epey araþtýrdýktan sonra HP victus un yakýn bir serisi ile bu cihaz arasýnda kararsýz kaldým  Arkadaþýmýn tavsiyesi üzerine intel iþlemci var diye bu üründe karar kýldým ve çok memnun kaldým  Tam bir fiyat performans ürünü  512 gb ssd bir miktar yetersiz olabilir ama herþeyin fiyatýnýn arþa çýktýðý bu dönemde fiyat olarak makul olduðundan gözüme gelmedi  Daha 1 akþam kullanma fýrsatým oldu oyun deneyemedim ama normal çalýþmasýnda herhangi bir ýsýnma veya fan sorunu görmedim  Ekraný beklediðimden daha kaliteli  tasarýmý gayet þýk hem oyun bilgisayarý olarak hem de benim gibi okul ve iþ için kullanacaklara hitap ediyor  Ezcümle bunu okuyan arkadaþlar içiniz rahat olarak sipariþ verebilirsiniz  Son olarak satýcýya teþekkür ederim gayet güzel paketlenmiþ olarak 3 gün içerisinde elime ulaþtý ,1
Bu fiyata alýnabilecek en iyi ürünlerden diyebilirim  Laptopun wifi sürücüsünün olmama problemi olabiliyor  Çözümü için de  Lenovo web sitesinden kendinize ait laptopun uygun wifi sürücüsünü öðrenebilir  baþka elektronik cihazda indirilen sürücüyü bilgisayara aktarýp çalýþtýrýlabilirsiniz ,1
Biraz kalite düþük geldi,1
kargolama güzeldi paket ve laptop gayet korunaklý elime ulaþtý,1
Gayet baþarýlý ürün alýnýr ama hapörlörlerden pýt pýt ses geliyordu driverleri güncelleyin gidiyor kendiliðinden ????,1
Ürün elime geldiðinde koruma olarak ayrýyeten bir koli yoktu üstüne 2-3 kat pat pat sarýlmýþ ve biþe pat pat ý yýrtýp paketi teyet geçmiþti açdým kurulumunu yaptým  forza horizon 5 de herþey extrem dlss kapalý rtx full 70 fps aldým kamerasý bir oyun laptop una göre çok kaliteli te sorun bir oyunu yüksek grafiklerde oynarken fanlarý full e almanýz gerekiyo  Fanlar max 6000 rpm e çýkýyor ve fanlar fullde çok toz çekiyo o yüzden her hafta temizlenmesi gerekiyor ,1
Aldýðým Blender Render Sonuçlarý: (Cycles>GPU Compute) Agent : 21 34 sn Classroom: 44 52 sn Lone Monk: 6dk 18 19 sn Party Tug: 51 72 sn RAcing Car: 52 90 sn Red Autumn Forest: 46 55 sn Scanlands: 3dk 32 85 sn Splash Fox: 37 11 sn The Junk Shop: 17 76 sn The Tram Station: 4 42 sn,1
Mükemmel   Sorunsuz teslimat için ayrýca teþekkürler ,1
Uzun kullaným testi henüz yapmadým ilk kullanýma göre gayet iyi  Uzun kullaným testinden sonra yorumumu güncelleyeceðim ,1
Her ihtiyacýnýzý karþýlar  Yazýlmadýðý için belirteyim dedim oyunlarda fonksiyonel deðil ama kendi ekranýnda Hdr 10 bit video oynatabiliyor  Her türlü parasýný hakkediyor  Alalý 1 ay olmadý 11 bin lira fiyatý artmýþ  12 taksit te cabasý ,1
Ýnanýlmaz güzellikte bir ürün  Satýcý firmaya özenli ve hýzlý gönderimi için ayrýca teþekkür ederim ,1
Ürün fiyatýna göre donaným bakýmýndan sýnýfýnýn en ileri gelen ürünlerinden Victus serisinde en çok bahsedilen ekran sallanma sorunu diye bir þey kesinlikle yok gönül rahatlýðýyla alabilirsiniz Ekraný %45ntsc olmasýna raðmen gayet tatmin edici bir görüntü sunuyor Ekran kartý ve iþlemcisi zaten en üst seviyeler için üretilmiþ Pil konusu ise gaming laptoptan beklenenin üst seviyesinde  günlük iþleriniz için rahatlýkla 4 saat civarýnda kullanabilirsiniz ,1
Tam bir fiyat performans ürünü benzerleri arasýnda en iyisi,1
parlaklýðý yetersiz çoðu laptopta olduðu gibi ama onun dýþýnda herþeyi mükemmel ekran kartý 120w,1
Bu paraya bu ürün dahasý þamda kayýsý arkadaþlar,1
Ürün gerçekten çok güzel almanýzý tavsiye ederim,1
Paketi açtým suanlýk bir sýkýntý yok gibi görünüyor tabiki windows yüklenecek daha iþleri var onlar oluncaya kadar þimdilik dýþ görünüm ekran büyüklüðü ve aðýrlýk konusunda gayet baþarýlý bir bilgisayar,1
Ýþletim sistemi yuklenmedi  kutu ýcýn de bir para var satýcýya sormak ýstedým ulaþamadým  Aldýgým Piþman oldum ,0
Ürün orjinal satýcý özenli paketleme yapmýþ  Görüntüsü ve ekran özellikleri 60h e göre kaliteli  Pc ofis için çok ideal ve hýzlý  Þarjý 4 saat civarý gidiyor  Hýzlý þarj bulunuyor  Tavsiye ederim ,1
Huawei ekosistemi cihazlar ile çok stabil þekilde çalýþýyor  Ýþlemci ve Ram yeterli ve hýzlý þekilde çalýþýyor  Huawei cep telefonlarý ile Huawei Share vs mükemmel,1
Estetik bir görüntüye sahip ve ofis programlarý için ideal ,1
Harika bir ürün rahatlýkla sipariþ edebilirsiniz,1
F/P ürünü kasa metal olsa harika olurdu  Ýlerleyen zamanda ssd+ram takviyesi gerekecektir ,1
Çok þýk ve kullanýþlý,1
Kampanyadan faydalandým gayet uygun oldu  Ürünü biliyordum zaten  çok güzel çok memnunum ,1
Bu fiyata bu performans çok iyi ,1
Ýþimi görüyor ama çok kaliteli bir ürün deðil,1
Hepsiburada güvenilir  hýzlý ve sorunsuz ürün teslimatýyla ünlü bilinen alýþveriþ platformu  Adana'dan sipariþ ettiðim ürün iki günde sorunsuz bir þekilde elime ulaþtý  Ancak 10 000 tl lýk bir sipariþe neden 29 90 kargo bedeli alýndý anlayabilmiþ deðilim  Belli bir tutarýn üzerinde kargo bedava deðil miydi?,1
Ürünü hiç sorunsuz bir þekilde teslim aldým  paketine çok özen gösterilmiþ  cihaz gerçekten de çok hýzlý ve kaliteli  üstelik 8 gün önceden teslim edildi  herþey için teþekkürler   ,1
süper hýzlý muhtesem çok begendim,1
Harika ve hýzlý,1
gayet güzel kullanýþlý kaliteli 1 aydan fazladýr kullanýyorum sorun yok çokta hýzlý  bataryasý biraz geç doluyor ama sorun deðil  oyun oynayanlara göre deðil  kasa plastik ama kaliteli saðlam  tavsiye ederim,1
3gðndür kullanýyorum tam bir fiyat performans ürünü  Plastik kasa ama saðlam duruyor  Çok hýzlý fevkalade iþ görür  Ben oyun oynamýyorum ,1
Ürün Bir günde elimize ulaþtý  Satýcý paketleme güzel sorunsuz geldi  Öðrenci kullaným amaçlý aldýk  Ama Ram 12 Olduðu için Ý3 iþlemci ile gayet hýzlý  Evdeki Core 2 duo laptop dan sonra bununla arasýnda daðlar var  Ayrýca çok hýzlý ve sessiz çalýþýyor  Almak isteyenlere tavsiye ederim ama imkaný olana bunun 16 Ram Ý5 olaný var ayný satýcýda  Bir Sorun çýkmazsa iade etmeyi düþünmüyorum  Þimdilik gayet balarýlý ,1
Þarj kablosu bozuk çýktý böyle bi þans görülmemiþ dünyada ,0
Ýþlemci oyun harici beklentileri karþýlar kaldýki oyun için deðil zaten Görüntü kalitesi beklentimin altýnda kaldý ve benim için en büyük hayal kýrýklýðý oldu Batarya muhteþem bence en iyi özelliðide bataryasý??,0
Alýþamadým ondan kýrdým kullanmayý biliyorsanýz alýn ama bence kendi yorumum wimdows daha iyi,0
ekran camýnýn içindeki ikinci ekran dedikleri yer inanýlmaz hassas  ekrana hafif bir baský yapmayla kýrýlýveriyor  Ýnternetten araþtýrdýðýmda bu problemi yaþayan birçok kiþi olduðunu fark ettim  Yetkili servis 13 500TL'ye ekraný deðiþtirdi  Bu kadar dayanýksýz olmasý çok üzücü ,0
Sadece yazý cizi internet kullanýmý için aldým  Ama arada sýrada fotoðraf açarken bile kasýyor  Keþke 16gb alsaydým diyorum  Ayrýca klavye kombinasyonlari vs hiç pratik deðil,0
Ürün kaliteli ama saðlam deðil ekran koruyucu takmak istedim ekraný hafif bastýrdým ekran çatladý 9300 tl de ekran deðiþimi ücreti istedi servis alýrken bunlarý da göz önünde bulundurun ürün güzel tamam ama insan bunu biraz saðlam yapar sanki üzerinde tepindimiþim gibi çatladý bu kadar dayanýksýz olduðunu bilmiyordum,0
Þifresi bloke oldu en az 1 ay kullanamayacaðým ,0
kargo ezik  ürün hasarlý bir an önce iade istiyorum asla iyi paketlenmemiþti bari patpata sarsaydýnýz o da olmadý üzerine KIRILACAK ibaresi yapýþtýrsaydýnýz hiçbiri yoktu öðrenciyim maðdur oldum böyle bir fiyattaki ürünü bu þekilde göndermeniz çok kötü,0
Ürünün iþlemcisi çok iyi olsa da HP bios üzerinden iþlemciyi 45w TDP de kilitlemiþ yukarý çýkartmýyor  Çok kýsa bir boost süresi var yaklaþýk 40-50 saniye kadar bu sürede sadece 90-100w görüyor  Sonrasýnda thermal throttle olup 45w a geri dönüyor  Ne kadar uðraþsam da 45w üzerinde sabit çalýþtýramadým iþlemciyi  Piyasadaki yerli laptop markalarýnda bile 80w deðerlerinde çalýþtýrabiliyorum bu iþlemciyi  O yüzden iþlemci aðýrlýklý programlar kullanýyorsanýz almanýzý tavsiye etmem bu laptobu  Oyun için yeterli tabii ,1
Aldýðýma o kadar piþmaným ki  HP piþmanlýktýr  Ekran kartý sýkýntýlý olmasýna raðmen müþteri hizmetleri uzaktan baðlantý ile baðlandý fakat herþey mükemmel deyip ilgilenmedi bile  HP sorumluluk almýyor ,1
Öncelikle ürünün fiyatý piyasaya göre çok uygun tam bir f/p cihazý  Ýþlemci: i7 13 nesil iþlemci mevcut ve performans olarak çok güçlü  2023 ilk çeyreðinde piyasaya çýkmýþ bir iþlemci 12 nesille karþýlaþtýrdýðýmýzda daha güncel ve performanslý bir iþlemci  RAM: 16gb RAM mevcut 2*8 þeklinde  bu haliyle gayet güzel bir performansý var isterseniz ileride 16*2 þeklinde güncelleyebilirsiniz  SSD: 512gb ssd mevcut  1TB olsa daha iyi olabilirdi ama o zaman da bu fiyat olmaz  Cihazýn sadece bir tane M2 ssd slotu var o yüzden ileride ekstra bir ssd ekleyemezsiniz ama mevcut ssd’yi 1TB ile deðiþtirebilirsiniz  Eðer çok büyük boyutta dosya arþivleriniz yoksa normal günlük kullaným  sistem ve oyunlar için 512gb yeterli olacaktýr  Ekran: Bilgisayarýn en büyük artýsý kesinlikle ekran kartý ve ekran tazeleme oraný  Öncelikle 144hz olmasý  60hz bir cihazdan geçtikten sonra bariz bir performans artýþýný görebiliyorsunuz  RTX3050 ekran kartý ise 6gb GDDR6 olan yeni versiyonuyla geliyor  4gb olan eski versiyonlarýyla karýþtýrmayýn  kesinlikle büyük bir performans farký var  RTX3050 6gb  eski RTX3060 6gb ayarýnda diyebilirim  Pil: Bilgisayarýn komponentleri güçlü olduðu için yüksek performanslý bir oyun oynarken veya bir çizim programý kullanýrken þarjýnýn uzun süre gitmesini beklemeyin  bu durumda ortalama 2 saat gidiyor  Ancak normal günlük internete girerken veya word excel kullanýrken 5 saate kadar gidiyor  Genel olarak deðerlendirmem gerekirse  eðer performanslý oyunlar oynayayým ama ayný zamanda þýk ve günlük kullanýma da uygun bir cihaz arýyorum diyorsanýz düþünmeden alýn ,1
Ürün genel olarak iyi fiyatý uygun fakat ben Windows 10 da ses problemi yaþadým Driver zor buldum yükledim ama bazen ses geç geliyor ve pýt pýt ses yapýyor,1
Yorum yapmadan önce biraz kullanmak istedim  Yaklaþýk 3-4 gündür cihazý kullanýyorum  Bence þu an için piyasadaki en iyi fiyat performans ürünüdür  En büyük artýsý hiç kuþkusuz kullandýðý iþlemcisidir  Sadece iþlemcinin tavsiye edilen satýþ fiyatý 502 dolar  Cihazýn yarýsýnýn fiyatý iþlemci iþte :) Onun dýþýnda ekran katýnýn diðer RTX 3050'lere göre en büyük avantajý 6 GB ile geliyor olmasý  Yani bu da fena olmamýþ bence  Daha iyi olabilir miydi? Hiç kuþkusuz ama bazý þeyleri de fiyatý ölçüsünde deðerlendirmek lazým  En büyük handikapý hafýzanýn az olmasý  Þimdi 512 GB diyor ama bu durum tam olarak öyle deðil  Hatta bilirsiniz USB bellek alýrsýnýz boyutu denilen olmaz bu da ayný  476 GB max kapasite windows kurunca bize kýlçýksýz kalan 440 GB civarý bir þey  aklýnýzda olsun  RAM miktarý da günümüz için þu an yeterli sayýlýr ama ilerleyen yýllarda upgrade yapmak gerekir illaki ama burada da þu durum var iki slotta dolu :) 8 GB'in birini feda etmeniz gerekecek  Keþke tek slot 16 GB olsaydý ama böyle yapmýþlar  Ekran konusuna gelecek olursak bana güzel geldi  Bunda daha önce hep TN panel kullanmamýn da etkisi olabilir ama bilemiyorum IPS panel güzel kýsaca  Webcam önemli olanlar için ise o da sizi üzmez 1080P deðil ama 720P'de baya netti öyle diyeyim  Batarya biraz bana yetersiz geldi  Çokta þaþýrdýðým bir durum deðildi aslýnda çünkü en nihayetinde oyuncu bilgisayarý ama parlaklýðý bir týk kýsarsanýz güç modunu da dengeli veya en iyi güç verimliliði konumuna alýrsanýz ufak güç gerektiren iþlerde hatýrý sayýlýr bir süre idare eder  Klavyede en sevmediðim þey enter'in küçük olmasý oldu  Ýlk etapta alýþamadým ama büyük bir sorun deðil  Windows 11 kurarken kablosuz sürücüyü bulamadýðý için ilk baþta sorun yaþadým bunu da internet baðlantýsý seçme kýsýmýnda shift+ f10 yapýp komut istemine OOBE\BYPASSNRO yazarak çözdüm  Aklýnýzda bulunsun  Malzeme kalitesi de o kadar kötü deðil  Tek elle açabiliyorsanýz mesela  Genel hatlarýyla böyle bir ürün iþte ,1
